log(sep) DeltaG log(RUWE) sigma_log(RUWE)
 3.225  6.400 -0.012801  0.23391 
 3.275  6.400 -0.012757  0.23298 
 3.325  6.400 -0.010537  0.23272 
 1.275  6.500 0.062703  0.35238 
 1.325  6.500 0.057954  0.33255 
 1.375  6.500 0.050730  0.31410 
 1.425  6.500 0.041186  0.29749 
 1.475  6.500 0.029640  0.28310 
 1.525  6.500 0.016561  0.27113 
 1.575  6.500 0.002559  0.26167 
 1.625  6.500 -0.011653  0.25459 
 1.675  6.500 -0.025293  0.24968 
 1.725  6.500 -0.037562  0.24660 
 1.775  6.500 -0.047700  0.24502 
 1.825  6.500 -0.055036  0.24459 
 1.875  6.500 -0.059041  0.24504 
 1.925  6.500 -0.059371  0.24613 
 1.975  6.500 -0.055898  0.24765 
 2.025  6.500 -0.048724  0.24944 
 2.075  6.500 -0.038181  0.25135 
 2.125  6.500 -0.024813  0.25319 
 2.175  6.500 -0.009343  0.25482 
 2.225  6.500 0.007377  0.25606 
 2.275  6.500 0.024419  0.25678 
 2.325  6.500 0.040845  0.25685 
 2.375  6.500 0.055768  0.25623 
 2.425  6.500 0.068407  0.25492 
 2.475  6.500 0.078143  0.25301 
 2.525  6.500 0.084547  0.25065 
 2.575  6.500 0.087410  0.24806 
 2.625  6.500 0.086741  0.24547 
 2.675  6.500 0.082764  0.24312 
 2.725  6.500 0.075889  0.24119 
 2.775  6.500 0.066678  0.23979 
 2.825  6.500 0.055802  0.23892 
 2.875  6.500 0.043990  0.23850 
 2.925  6.500 0.031983  0.23836 
 2.975  6.500 0.020482  0.23831 
 3.025  6.500 0.010113  0.23814 
 3.075  6.500 0.001390  0.23772 
 3.125  6.500 -0.005306  0.23696 
 3.175  6.500 -0.009739  0.23592 
 3.225  6.500 -0.011824  0.23478 
 3.275  6.500 -0.011611  0.23386 
 3.325  6.500 -0.009280  0.23365 
 1.275  6.600 0.061663  0.35533 
 1.325  6.600 0.057249  0.33529 
 1.375  6.600 0.050430  0.31657 
 1.425  6.600 0.041348  0.29964 
 1.475  6.600 0.030299  0.28490 
 1.525  6.600 0.017729  0.27261 
 1.575  6.600 0.004218  0.26286 
 1.625  6.600 -0.009550  0.25558 
 1.675  6.600 -0.022822  0.25056 
 1.725  6.600 -0.034828  0.24748 
 1.775  6.600 -0.044828  0.24599 
 1.825  6.600 -0.052168  0.24574 
 1.875  6.600 -0.056326  0.24642 
 1.925  6.600 -0.056959  0.24778 
 1.975  6.600 -0.053928  0.24959 
 2.025  6.600 -0.047315  0.25167 
 2.075  6.600 -0.037428  0.25383 
 2.125  6.600 -0.024777  0.25589 
 2.175  6.600 -0.010048  0.25769 
 2.225  6.600 0.005941  0.25905 
 2.275  6.600 0.022302  0.25982 
 2.325  6.600 0.038129  0.25989 
 2.375  6.600 0.052560  0.25921 
 2.425  6.600 0.064837  0.25779 
 2.475  6.600 0.074352  0.25574 
 2.525  6.600 0.080680  0.25320 
 2.575  6.600 0.083606  0.25042 
 2.625  6.600 0.083130  0.24764 
 2.675  6.600 0.079456  0.24510 
 2.725  6.600 0.072972  0.24300 
 2.775  6.600 0.064217  0.24145 
 2.825  6.600 0.053835  0.24046 
 2.875  6.600 0.042532  0.23993 
 2.925  6.600 0.031025  0.23971 
 2.975  6.600 0.019998  0.23958 
 3.025  6.600 0.010061  0.23935 
 3.075  6.600 0.001718  0.23885 
 3.125  6.600 -0.004658  0.23803 
 3.175  6.600 -0.008833  0.23694 
 3.225  6.600 -0.010719  0.23577 
 3.275  6.600 -0.010367  0.23487 
 3.325  6.600 -0.007948  0.23472 
 1.275  6.700 0.060582  0.35832 
 1.325  6.700 0.056510  0.33808 
 1.375  6.700 0.050109  0.31909 
 1.425  6.700 0.041506  0.30186 
 1.475  6.700 0.030978  0.28679 
 1.525  6.700 0.018948  0.27419 
 1.575  6.700 0.005966  0.26417 
 1.625  6.700 -0.007312  0.25670 
 1.675  6.700 -0.020164  0.25157 
 1.725  6.700 -0.031846  0.24850 
 1.775  6.700 -0.041642  0.24711 
 1.825  6.700 -0.048915  0.24704 
 1.875  6.700 -0.053154  0.24798 
 1.925  6.700 -0.054014  0.24962 
 1.975  6.700 -0.051350  0.25172 
 2.025  6.700 -0.045228  0.25409 
 2.075  6.700 -0.035930  0.25650 
 2.125  6.700 -0.023937  0.25879 
 2.175  6.700 -0.009902  0.26076 
 2.225  6.700 0.005396  0.26223 
 2.275  6.700 0.021101  0.26305 
 2.325  6.700 0.036340  0.26312 
 2.375  6.700 0.050280  0.26239 
 2.425  6.700 0.062182  0.26087 
 2.475  6.700 0.071449  0.25866 
 2.525  6.700 0.077665  0.25595 
 2.575  6.700 0.080609  0.25298 
 2.625  6.700 0.080271  0.25000 
 2.675  6.700 0.076841  0.24727 
 2.725  6.700 0.070687  0.24500 
 2.775  6.700 0.062323  0.24329 
 2.825  6.700 0.052371  0.24218 
 2.875  6.700 0.041514  0.24154 
 2.925  6.700 0.030449  0.24123 
 2.975  6.700 0.019840  0.24102 
 3.025  6.700 0.010284  0.24070 
 3.075  6.700 0.002274  0.24013 
 3.125  6.700 -0.003823  0.23925 
 3.175  6.700 -0.007775  0.23811 
 3.225  6.700 -0.009496  0.23692 
 3.275  6.700 -0.009031  0.23603 
 3.325  6.700 -0.006549  0.23596 
 1.275  6.800 0.059460  0.36132 
 1.325  6.800 0.055736  0.34091 
 1.375  6.800 0.049762  0.32169 
 1.425  6.800 0.041654  0.30417 
 1.475  6.800 0.031670  0.28879 
 1.525  6.800 0.020206  0.27588 
 1.575  6.800 0.007788  0.26561 
 1.625  6.800 -0.004958  0.25795 
 1.675  6.800 -0.017341  0.25274 
 1.725  6.800 -0.028643  0.24968 
 1.775  6.800 -0.038174  0.24840 
 1.825  6.800 -0.045313  0.24853 
 1.875  6.800 -0.049561  0.24971 
 1.925  6.800 -0.050577  0.25164 
 1.975  6.800 -0.048209  0.25405 
 2.025  6.800 -0.042509  0.25670 
 2.075  6.800 -0.033736  0.25938 
 2.125  6.800 -0.022345  0.26189 
 2.175  6.800 -0.008955  0.26403 
 2.225  6.800 0.005689  0.26561 
 2.275  6.800 0.020764  0.26649 
 2.325  6.800 0.035430  0.26656 
 2.375  6.800 0.048879  0.26576 
 2.425  6.800 0.060394  0.26414 
 2.475  6.800 0.069392  0.26179 
 2.525  6.800 0.075460  0.25891 
 2.575  6.800 0.078380  0.25574 
 2.625  6.800 0.078131  0.25257 
 2.675  6.800 0.074889  0.24965 
 2.725  6.800 0.069005  0.24720 
 2.775  6.800 0.060971  0.24535 
 2.825  6.800 0.051389  0.24409 
 2.875  6.800 0.040919  0.24335 
 2.925  6.800 0.030237  0.24293 
 2.975  6.800 0.019993  0.24263 
 3.025  6.800 0.010769  0.24223 
 3.075  6.800 0.003047  0.24158 
 3.125  6.800 -0.002811  0.24063 
 3.175  6.800 -0.006577  0.23944 
 3.225  6.800 -0.008162  0.23823 
 3.275  6.800 -0.007612  0.23736 
 3.325  6.800 -0.005090  0.23736 
 1.275  6.900 0.058297  0.36437 
 1.325  6.900 0.054926  0.34380 
 1.375  6.900 0.049389  0.32436 
 1.425  6.900 0.041789  0.30657 
 1.475  6.900 0.032365  0.29090 
 1.525  6.900 0.021493  0.27771 
 1.575  6.900 0.009670  0.26719 
 1.625  6.900 -0.002506  0.25936 
 1.675  6.900 -0.014374  0.25407 
 1.725  6.900 -0.025245  0.25103 
 1.775  6.900 -0.034452  0.24987 
 1.825  6.900 -0.041395  0.25020 
 1.875  6.900 -0.045587  0.25164 
 1.925  6.900 -0.046690  0.25387 
 1.975  6.900 -0.044550  0.25658 
 2.025  6.900 -0.039205  0.25952 
 2.075  6.900 -0.030897  0.26247 
 2.125  6.900 -0.020052  0.26520 
 2.175  6.900 -0.007259  0.26750 
 2.225  6.900 0.006767  0.26920 
 2.275  6.900 0.021240  0.27013 
 2.325  6.900 0.035346  0.27019 
 2.375  6.900 0.048307  0.26934 
 2.425  6.900 0.059426  0.26761 
 2.475  6.900 0.068133  0.26512 
 2.525  6.900 0.074025  0.26207 
 2.575  6.900 0.076880  0.25872 
 2.625  6.900 0.076673  0.25535 
 2.675  6.900 0.073567  0.25225 
 2.725  6.900 0.067897  0.24962 
 2.775  6.900 0.060136  0.24761 
 2.825  6.900 0.050865  0.24622 
 2.875  6.900 0.040724  0.24536 
 2.925  6.900 0.030372  0.24484 
 2.975  6.900 0.020442  0.24444 
 3.025  6.900 0.011501  0.24395 
 3.075  6.900 0.004024  0.24321 
 3.125  6.900 -0.001632  0.24219 
 3.175  6.900 -0.005246  0.24094 
 3.225  6.900 -0.006727  0.23971 
 3.275  6.900 -0.006117  0.23887 
 3.325  6.900 -0.003577  0.23895 
 1.275  7.000 0.057094  0.36744 
 1.325  7.000 0.054080  0.34674 
 1.375  7.000 0.048986  0.32710 
 1.425  7.000 0.041905  0.30906 
 1.475  7.000 0.033058  0.29313 
 1.525  7.000 0.022799  0.27967 
 1.575  7.000 0.011599  0.26893 
 1.625  7.000 0.000027  0.26095 
 1.675  7.000 -0.011285  0.25559 
 1.725  7.000 -0.021677  0.25258 
 1.775  7.000 -0.030507  0.25154 
 1.825  7.000 -0.037195  0.25208 
 1.875  7.000 -0.041268  0.25378 
 1.925  7.000 -0.042395  0.25630 
 1.975  7.000 -0.040417  0.25932 
 2.025  7.000 -0.035366  0.26256 
 2.075  7.000 -0.027462  0.26576 
 2.125  7.000 -0.017109  0.26871 
 2.175  7.000 -0.004869  0.27118 
 2.225  7.000 0.008578  0.27298 
 2.275  7.000 0.022474  0.27397 
 2.325  7.000 0.036037  0.27403 
 2.375  7.000 0.048514  0.27312 
 2.425  7.000 0.059229  0.27129 
 2.475  7.000 0.067628  0.26866 
 2.525  7.000 0.073314  0.26545 
 2.575  7.000 0.076068  0.26191 
 2.625  7.000 0.075860  0.25836 
 2.675  7.000 0.072841  0.25507 
 2.725  7.000 0.067332  0.25227 
 2.775  7.000 0.059789  0.25010 
 2.825  7.000 0.050774  0.24857 
 2.875  7.000 0.040909  0.24758 
 2.925  7.000 0.030835  0.24695 
 2.975  7.000 0.021169  0.24644 
 3.025  7.000 0.012467  0.24586 
 3.075  7.000 0.005195  0.24504 
 3.125  7.000 -0.000299  0.24393 
 3.175  7.000 -0.003792  0.24264 
 3.225  7.000 -0.005198  0.24139 
 3.275  7.000 -0.004554  0.24058 
 3.325  7.000 -0.002018  0.24074 
 1.275  7.100 0.055854  0.37054 
 1.325  7.100 0.053197  0.34973 
 1.375  7.100 0.048551  0.32992 
 1.425  7.100 0.041997  0.31167 
 1.475  7.100 0.033740  0.29549 
 1.525  7.100 0.024113  0.28179 
 1.575  7.100 0.013561  0.27084 
 1.625  7.100 0.002623  0.26271 
 1.675  7.100 -0.008095  0.25730 
 1.725  7.100 -0.017965  0.25433 
 1.775  7.100 -0.026368  0.25342 
 1.825  7.100 -0.032747  0.25417 
 1.875  7.100 -0.036643  0.25614 
 1.925  7.100 -0.037733  0.25896 
 1.975  7.100 -0.035857  0.26228 
 2.025  7.100 -0.031038  0.26580 
 2.075  7.100 -0.023482  0.26927 
 2.125  7.100 -0.013571  0.27243 
 2.175  7.100 -0.001837  0.27506 
 2.225  7.100 0.011066  0.27697 
 2.275  7.100 0.024412  0.27801 
 2.325  7.100 0.037448  0.27806 
 2.375  7.100 0.049446  0.27710 
 2.425  7.100 0.059752  0.27517 
 2.475  7.100 0.067827  0.27241 
 2.525  7.100 0.073283  0.26904 
 2.575  7.100 0.075903  0.26532 
 2.625  7.100 0.075652  0.26159 
 2.675  7.100 0.072675  0.25812 
 2.725  7.100 0.067278  0.25515 
 2.775  7.100 0.059903  0.25282 
 2.825  7.100 0.051092  0.25115 
 2.875  7.100 0.041452  0.25003 
 2.925  7.100 0.031606  0.24928 
 2.975  7.100 0.022158  0.24867 
 3.025  7.100 0.013652  0.24798 
 3.075  7.100 0.006545  0.24706 
 3.125  7.100 0.001179  0.24588 
 3.175  7.100 -0.002227  0.24453 
 3.225  7.100 -0.003584  0.24327 
 3.275  7.100 -0.002931  0.24249 
 3.325  7.100 -0.000420  0.24274 
